Latitude,Longitude,Date,Tué,Blessés hospitalisés,Blessés Légers
48.869201,2.391917,2021-06-14,0,0,1
48.875886,2.363848,2021-06-16,0,0,1
48.865843,2.319885,2020-10-26,0,0,1
48.845004,2.310651,2020-07-31,0,0,1
48.839477999999986,2.4375489999999997,2019-12-07,0,0,1
48.868841,2.376308,2019-03-05,0,0,1
48.8531,2.40594,2017-09-19,0,0,1
48.884474,2.319502,2021-02-19,0,0,1
48.828415,2.326704,2021-09-10,0,0,1
48.873762,2.340673,2021-11-16,0,0,1
48.885842,2.302529,2023-01-14,0,0,1
48.878637,2.402223,2020-02-28,0,0,1
48.82105,2.350629,2020-10-07,0,0,1
48.854115,2.3558,2019-07-19,0,0,1
48.846656,2.372052,2021-09-03,0,0,1
48.83237548230889,2.3109386134494465,2021-09-23,0,0,1
48.859428,2.229364,2023-02-25,0,0,1
48.879436,2.314265,2020-10-16,0,0,1
48.859531,2.348786,2022-02-27,0,0,1
48.8659,2.31989,2017-03-22,0,0,1
48.8389,2.35836,2017-04-01,0,0,1
48.843236,2.313586,2022-05-03,0,0,1
48.836071,2.346694,2021-12-15,0,0,1
48.822807,2.358412,2023-04-08,0,0,1
48.875205,2.370355,2023-03-28,0,0,1
48.842768,2.30303501,2023-04-23,0,0,1
48.847876,2.359454,2023-08-08,0,0,1
48.889872,2.359933,2020-10-14,0,1,0
48.826174,2.35792,2020-11-05,0,0,1
48.863795,2.331955,2020-11-11,0,0,1
48.846298,2.311916,2023-10-23,0,0,1
48.9005,2.34411,2017-08-21,0,0,1
48.853819,2.381573,2022-03-22,0,0,1
48.8273,2.36852,2017-10-31,0,0,1
48.848632,2.37258,2022-01-29,0,0,1
48.84791014375227,2.2585447132587433,2022-04-19,0,0,1
48.87047,2.34872,2018-08-01,0,0,1
48.849903,2.277153,2021-09-01,0,0,1
48.84733,2.370261,2023-06-01,0,0,1
48.821087,2.354394,2023-06-14,0,0,1
48.860109,2.333296,2023-08-24,0,0,1
48.84374,2.302395,2023-08-24,0,0,1
48.87534,2.36198,2018-10-27,0,0,1
48.882927,2.296383,2021-07-16,0,0,1
48.85091,2.292607,2020-12-11,0,0,1
48.875817,2.343716,2021-07-14,0,0,1
48.838662,2.375741,2020-09-21,0,0,1
48.85722,2.347098,2020-11-19,0,0,1
48.820986,2.35063,2020-11-16,0,0,1
48.827985,2.443891,2019-03-31,0,0,1
48.847071,2.410751,2019-09-14,0,0,1
48.834906,2.353177,2019-12-17,0,0,1
48.825989,2.353651,2019-03-22,0,0,1
48.835749,2.263,2022-11-18,0,0,1
48.873143,2.331323,2022-06-29,0,0,1
48.8613,2.38178,2018-01-11,0,1,0
48.8653,2.32728,2018-02-19,0,0,1
48.842868,2.312381,2022-06-03,0,0,1
48.8987,2.35905,2018-06-22,0,0,1
48.83237,2.33331,2018-09-07,0,1,0
48.889506,2.349649,2020-03-12,0,0,1
48.81982,2.340725,2020-10-19,0,0,1
48.86036,2.324889,2021-11-30,0,0,1
48.842108,2.401365,2023-04-28,0,0,1
48.868325,2.370933,2023-06-09,0,0,1
48.863476,2.389832,2023-06-29,0,0,1
48.874827,2.374008,2023-08-29,0,0,1
48.880893,2.321069,2022-10-28,0,0,1
48.878663,2.300852,2023-12-07,0,0,1
48.876009,2.344516,2021-09-17,0,0,1
48.874401824,2.301056385,2023-03-01,0,0,1
48.82618,2.319583,2019-02-01,0,0,1
48.876563,2.346552,2019-02-12,0,0,1
48.8679,2.38657,2018-03-07,0,0,1
48.858211,2.255027,2019-12-02,0,0,1
48.821554,2.369384,2019-01-10,0,0,1
48.872165,2.343196,2019-05-19,0,0,1
48.852937,2.388511,2023-02-23,0,0,1
48.8677,2.35483,2017-02-28,0,0,1
48.844678,2.405749,2022-05-16,0,0,1
48.840327,2.38819,2023-05-10,0,0,1
48.831748461230006,2.3591637611389156,2022-09-24,0,0,1
48.821561,2.372528,2023-10-17,0,0,1
48.85080769130278,2.3614355921745296,2022-02-11,0,0,1
48.848795,2.368006,2022-01-03,0,0,1
48.86093,2.34086,2020-09-13,0,0,1
48.851858,2.401371,2020-07-13,0,0,1
48.857716,2.291569,2022-07-25,0,0,1
48.88046775312711,2.4071136116981506,2022-04-26,0,0,1
48.867031,2.352974,2022-07-04,0,0,1
48.876535,2.288801,2021-01-29,0,0,1
48.885,2.34948,2017-04-19,0,1,0
48.8526,2.33833,2017-11-19,0,0,1
48.868923,2.354023,2023-06-07,0,0,1
48.859371,2.382826,2022-11-26,0,0,1
48.840608,2.304992,2020-09-08,0,0,1
48.898778,2.374141,2021-06-07,0,0,1
48.880616,2.362031,2023-07-10,0,0,1
48.874205,2.328398,2022-05-18,0,0,1
48.89302,2.327445,2022-06-30,0,0,1
48.845871,2.374294,2021-06-15,0,0,1
48.8805,2.28556,2018-09-14,0,0,1
48.880237,2.362231,2020-09-21,0,0,1
48.826591,2.310657,2020-05-26,0,0,1
48.849164,2.281788,2020-09-22,0,0,1
48.86205,2.293221,2020-09-02,0,0,1
48.853951,2.364726,2020-12-10,0,0,1
48.8289,2.3737,2017-03-26,0,0,1
48.82893199999998,2.294156,2019-06-14,0,0,1
48.86386603400712,2.2366033009945383,2019-09-28,0,0,1
48.876309,2.333454,2019-03-21,0,0,1
48.888752,2.319979,2022-03-30,0,0,1
48.87927,2.362933,2021-12-06,0,0,1
48.862433848,2.3362442851,2023-02-11,0,0,1
48.857858695,2.3362362385,2023-03-15,0,0,1
48.8263,2.36146,2017-04-15,0,0,1
48.852477,2.40487,2020-06-27,0,1,0
48.820402,2.337944,2023-02-17,0,0,1
48.84733,2.370261,2023-06-01,0,0,1
48.874827,2.374008,2023-08-29,0,0,1
48.858989,2.330984,2023-09-09,0,0,1
48.852081,2.30763,2023-10-09,0,0,1
48.85272556961249,2.3031753301620483,2019-12-08,0,0,1
48.87924,2.366735,2020-11-22,0,0,1
48.825325,2.31638,2021-04-10,0,0,1
48.863399,2.350949,2021-04-13,0,0,1
48.86291380168922,2.3715180158615103,2020-01-18,0,0,1
48.8942,2.32057,2017-07-06,0,0,1
48.855471,2.3601,2022-07-26,0,0,1
48.8606,2.37828,2017-06-21,0,0,1
48.867893,2.353464,2022-07-21,0,0,1
48.849408,2.356766,2022-07-22,0,0,1
48.838199,2.408437,2022-10-06,0,0,1
48.830345,2.345885,2022-07-27,0,0,1
48.88779,2.389298,2022-09-09,0,0,1
48.857543,2.264779,2022-05-30,0,0,1
48.853356,2.326415,2022-11-23,0,0,1
48.863685,2.297774,2019-02-08,0,0,1
48.8567,2.40925,2018-06-03,0,0,1
48.852134,2.4157,2020-06-25,0,1,0
48.82945295502205,2.3747104542104083,2020-01-05,0,0,1
48.888582,2.304342,2020-09-01,0,0,1
48.881102,2.365154,2021-12-03,0,0,1
48.881999,2.393293,2023-02-04,0,0,1
48.834569,2.357769,2023-07-25,0,0,1
48.891321128,2.3778803945,2023-12-08,0,0,1
48.855313,2.314912,2020-02-18,0,0,1
48.8743,2.33132,2017-11-23,0,0,1
48.8957,2.37135,2017-03-29,0,1,0
48.8893,2.37125,2018-02-16,0,1,0
48.85535,2.35276,2020-10-11,0,0,1
48.850344,2.342636,2020-11-24,0,0,1
48.8259,2.35142,2017-02-18,0,0,1
48.8472,2.3271,2017-06-02,0,0,1
48.82703,2.38547,2020-02-03,0,0,1
48.8657,2.37246,2017-11-11,0,0,1
48.8634,2.35094,2017-07-07,0,0,1
48.8784,2.37423,2017-07-09,0,0,1
48.892408,2.344999,2019-07-27,0,0,1
48.870171358,2.3547367752,2023-01-08,0,0,1
48.884177,2.368598,2022-09-14,0,0,1
48.858922,2.389171,2022-03-21,0,0,1
48.832499,2.312166,2021-04-14,0,0,1
48.818409,2.451584,2021-09-02,0,0,1
48.868091,2.381969,2023-03-23,0,0,1
48.83548,2.315462,2023-11-27,0,0,1
48.89849,2.356093,2023-09-22,0,1,0
48.871976,2.391876,2023-11-30,0,0,1
48.85995,2.31311,2020-02-16,0,0,1
48.862573,2.319008,2020-11-14,0,1,0
48.843949,2.33896,2022-06-09,0,0,1
48.846813,2.376358,2022-08-19,0,0,1
48.8656,2.3418,2017-06-29,0,0,1
48.863454,2.389802,2022-07-14,0,0,1
48.84425987772991,2.364781647920609,2022-05-15,0,1,0
48.839872,2.382825,2022-11-10,0,0,1
48.850636,2.378824,2021-07-21,0,0,1
48.87476,2.29577,2021-07-22,0,0,1
48.849409,2.356787,2019-03-28,0,0,1
48.895591,2.317217,2019-07-19,0,0,1
48.852093,2.340315,2023-08-21,0,0,1
48.868468,2.34224,2020-12-29,0,0,1
48.840405,2.368846,2022-08-08,0,0,1
48.827821,2.32896,2022-02-02,0,0,1
48.82327162276772,2.374158692384624,2020-01-13,0,0,1
48.820424,2.359065,2020-06-08,0,0,1
48.868439,2.374935,2019-09-30,0,0,1
48.850464,2.360248,2021-04-18,0,0,1
48.872177,2.36285,2020-06-13,0,0,1
48.82791,2.326867,2021-06-12,0,0,1
48.81902,2.36093,2018-10-04,0,0,1
48.8329,2.36261,2018-04-25,0,1,0
48.880237,2.362231,2020-09-21,0,0,1
48.836955,2.318044,2020-02-06,0,0,1
48.87948299999999,2.321849,2019-12-30,0,0,1
48.888552,2.379224,2021-04-12,0,0,1
48.836762,2.32075,2021-10-18,0,0,1
48.838819,2.269443,2023-01-24,0,1,0
48.826491333,2.3415926099,2023-02-10,0,0,1
48.840017,2.32169,2023-03-29,0,0,1
48.834973,2.277581,2023-06-02,0,0,1
48.890426,2.326589,2023-05-02,0,0,1
48.881563,2.300708,2020-01-21,0,0,1
48.89891155287708,2.3590122442714976,2019-08-15,0,0,1
48.859754,2.376859,2022-10-09,0,0,1
48.8634,2.350955,2022-04-25,0,0,1
48.877199,2.323061,2020-12-01,0,1,0
48.881767,2.323983,2020-09-28,0,0,1
48.824823,2.318023,2020-02-17,0,0,1
48.8206,2.44532,2018-06-06,0,0,1
48.852652,2.352187,2021-07-22,0,0,1
48.842707,2.363997,2020-06-28,0,0,1
48.882621,2.293242,2021-10-03,0,0,1
48.883286,2.307296,2023-01-10,0,0,1
48.856033,2.332494,2023-01-17,0,0,1
48.843859,2.373215,2022-03-05,0,0,1
48.884308,2.359362,2019-05-23,0,0,1
48.871231,2.344595,2023-11-11,0,0,1
48.891696,2.378334,2022-05-08,0,0,1
48.888671,2.373329,2022-09-25,0,0,1
48.8662,2.3797,2018-04-24,0,0,1
48.857517,2.338121,2021-07-19,0,0,1
48.860434,2.342324,2020-10-28,0,0,1
48.866794,2.248525,2020-08-01,0,0,1
48.844421,2.441105,2021-01-28,0,0,1
48.833981,2.364788,2023-07-21,0,0,1
48.877915,2.326937,2023-09-25,0,0,1
48.837241,2.296444,2023-10-02,0,0,1
48.86611,2.313828,2021-08-03,0,0,1
48.87393,2.315892,2019-01-09,0,1,0
48.844882983562485,2.258543372154236,2022-02-22,0,0,1
48.8669,2.344186,2023-11-02,0,0,1
48.880857,2.312545,2021-07-20,0,1,0
48.879486,2.321856,2021-03-08,0,0,1
48.8807,2.28525,2017-04-03,0,0,1
48.8596,2.33571,2017-06-07,0,0,1
48.885789,2.370978,2022-07-28,0,0,1
48.864,2.33134,2017-07-01,0,0,1
48.89023942973972,2.3599885404109955,2022-04-30,0,0,1
48.820428,2.359091,2020-12-19,0,0,1
48.867149,2.363725,2021-05-31,0,0,1
48.8843,2.3615,2017-06-27,0,1,0
48.853553,2.289937,2023-02-24,0,0,1
48.884787,2.359249,2023-04-29,0,0,1
48.854698,2.385315,2019-05-26,0,0,1
48.861521,2.400259,2019-05-29,0,0,1
48.851653,2.312544,2020-02-15,0,0,1
48.8899,2.364422,2019-07-02,0,0,1
48.8652,2.367681,2021-09-19,0,0,1
48.8575,2.35141,2018-02-02,0,0,1
48.846104,2.376013,2021-06-21,0,0,1
48.8507,2.39447,2018-04-22,0,0,1
48.86883,2.36778,2018-09-17,0,0,1
48.866043,2.38402,2021-07-09,0,1,0
48.859831,2.388761,2020-06-25,0,0,1
48.831338,2.319806,2020-09-23,0,0,1
48.859837,2.388755,2019-04-22,0,0,1
48.857261,2.347139,2023-07-23,0,0,1
48.846846,2.360984,2023-08-14,0,0,1
48.820006,2.34709,2023-11-25,0,0,1
48.85097,2.341,2018-09-27,0,0,1
48.85987,2.348975,2020-06-27,0,0,1
48.884255,2.302688,2020-05-20,0,0,1
48.873269,2.340551,2021-05-21,0,0,1
48.8562,2.34643,2017-05-22,0,0,1
48.873969,2.348576,2021-10-26,0,0,1
48.832348,2.287678,2021-11-24,0,0,1
48.872853,2.379852,2020-02-22,0,0,1
48.86876,2.311062,2019-06-19,0,0,1
48.86793,2.386616,2019-12-07,0,0,1
48.848521,2.28288,2023-05-06,0,0,1
48.881848,2.388394,2023-08-06,0,0,1
48.860609,2.229851,2021-06-06,0,1,0
48.854819,2.362439,2021-05-08,0,0,1
48.84811089435581,2.397487916683509,2019-10-23,0,0,1
48.820369,2.325434,2022-10-02,0,0,1
48.865184,2.360233,2022-07-22,0,0,1
48.8209,2.35076,2017-06-20,0,0,1
48.868529,2.367167,2019-12-06,0,0,1
48.875523999999984,2.299227,2019-12-13,0,0,1
48.875582,2.381873,2019-03-25,0,0,1
48.87061391030926,2.3549727547414223,2021-09-09,0,0,1
48.883875,2.368586,2021-11-26,0,0,1
48.853943,2.364717,2023-03-05,0,0,1
48.87863,2.350543,2023-04-18,0,0,1
48.883068,2.361553,2023-05-16,0,0,1
48.868618,2.372085,2023-11-23,0,0,1
48.853756,2.34429,2023-09-12,0,0,1
48.880352,2.2868,2023-10-04,0,0,1
48.8551,2.41529,2018-06-04,0,1,0
48.835636,2.286381,2021-07-16,0,0,1
48.840641,2.314982,2019-07-16,0,0,1
48.851471,2.337041,2019-07-31,0,1,0
48.832576,2.338915,2019-03-20,0,0,1
48.846774,2.381749,2021-09-22,0,0,1
48.865279,2.40838,2023-06-22,0,0,1
48.82778,2.356768,2020-10-08,0,0,1
48.8704,2.31291,2017-05-04,0,0,1
48.8987,2.37027,2018-06-13,0,0,1
48.841438,2.373202,2022-06-17,0,0,1
48.839897,2.361765,2022-06-21,0,0,1
48.82151621240402,2.4620640277862544,2021-07-16,0,0,1
48.839075,2.390128,2022-09-13,0,0,1
48.867026,2.358001,2022-10-16,0,0,1
48.876196,2.296801,2021-05-30,0,0,1
48.8671,2.38325,2018-07-12,0,0,1
48.886026,2.349542,2023-06-10,0,1,0
48.840469,2.290751,2023-12-19,0,0,1
48.8638,2.37563,2018-05-23,0,0,1
48.854684,2.269387,2020-09-25,0,0,1
48.899717,2.371128,2020-10-01,0,0,1
48.840085,2.436717,2019-04-04,0,0,1
48.829028,2.357702,2021-10-07,0,0,1
48.84978,2.377011,2019-08-20,0,1,0
48.853146,2.335888,2019-01-14,0,0,1
48.85046,2.392937,2019-09-04,0,0,1
48.842596,2.385076,2019-01-16,0,0,1
48.88738815777293,2.3139579001155743,2019-11-21,0,0,1
48.867994,2.368292,2021-01-04,0,0,1
48.871236,2.370145,2021-01-15,0,0,1
48.86370900822661,2.2401165962219234,2019-11-27,0,0,1
48.866015,2.366329,2021-11-27,0,0,1
48.85792,2.36602,2018-12-02,1,0,0
48.832207,2.379707,2023-01-03,0,0,1
48.867027,2.363344,2023-05-13,0,0,1
48.891122,2.329398,2020-10-30,0,0,1
48.86545,2.356094,2022-02-18,0,1,0
48.845652,2.410864,2020-10-12,0,0,1
48.84804,2.392859,2020-11-09,0,0,1
48.878353,2.403427,2023-04-26,0,0,1
48.875,2.30914,2017-04-19,0,0,1
48.8552,2.3528,2017-11-07,0,0,1
48.887918,2.288789,2020-06-19,0,0,1
48.8903,2.33574,2017-12-02,0,0,1
48.847,2.41503,2017-01-03,0,0,1
48.8556,2.32525,2017-01-05,0,0,1
48.855472,2.360103,2022-07-27,0,0,1
48.8968771486833,2.384642006321457,2022-04-23,0,0,1
48.839829,2.361667,2023-04-12,0,0,1
48.889508,2.369555,2023-04-27,0,0,1
48.83836,2.27033,2023-10-04,0,0,1
48.849407,2.356407,2023-12-03,0,0,1
48.87686,2.374403,2022-05-06,0,0,1
48.858537,2.383702,2020-10-03,0,0,1
48.890885,2.353254,2021-07-07,0,0,1
48.862289,2.363734,2020-09-22,0,0,1
48.89443,2.381497,2019-07-03,0,0,1
48.85400156513663,2.3689672350883484,2019-09-23,0,0,1
48.876087,2.337122,2019-01-07,0,0,1
48.889,2.37497,2017-07-02,0,1,0
48.8546,2.35514,2017-10-21,0,0,1
48.8807,2.36465,2017-11-17,0,0,1
48.851375,2.343202,2023-05-27,0,0,1
48.8925,2.34886,2018-07-16,0,0,1
48.83178,2.330318,2023-06-26,0,0,1
48.86977,2.352278,2023-11-04,0,0,1
48.8845,2.35932,2017-11-24,0,0,1
48.8701,2.3748,2017-05-16,0,0,1
48.8518,2.31383,2017-12-06,0,0,1
48.8345,2.33411,2017-03-20,0,0,1
48.8693,2.32391,2017-04-08,0,1,0
48.863146,2.350805,2022-09-09,0,0,1
48.836,2.3276,2018-07-06,0,0,1
48.867331,2.363346,2021-07-12,0,0,1
48.845873,2.367671,2020-12-10,0,0,1
48.854773,2.362423,2020-10-29,0,0,1
48.84066,2.353977,2019-07-13,0,0,1
48.839614,2.437393,2019-08-26,0,0,1
48.84187032476271,2.332234462213491,2019-11-07,0,0,1
48.882349,2.368678,2019-07-02,0,0,1
48.867704,2.354869,2020-07-30,0,0,1
48.881877,2.330091,2021-04-21,0,0,1
48.836099,2.263462,2020-12-18,0,0,1
48.855211,2.361158,2022-04-17,0,0,1
48.8494,2.39642,2017-02-18,0,0,1
48.83864,2.372359,2022-07-01,0,0,1
48.857841,2.250278,2021-04-12,0,0,1
48.884635,2.356455,2022-05-05,0,0,1
48.833996320133025,2.4455832182536805,2019-10-07,0,0,1
48.853643,2.38711,2020-10-14,0,0,1
48.863867,2.271978,2020-08-04,0,1,0
48.8861,2.38305,2017-12-16,0,0,1
48.8833,2.37221,2017-08-28,0,0,1
48.843155,2.26021,2022-07-01,0,0,1
48.897668,2.331619,2022-09-15,0,0,1
48.854827,2.369578,2021-02-19,0,0,1
48.86398,2.39164,2018-12-02,0,0,1
48.895214,2.376559,2022-10-07,0,0,1
48.860644,2.295456,2022-09-07,0,0,1
48.857378,2.361454,2021-02-20,0,0,1
48.835495,2.292766,2021-02-24,0,0,1
48.850499,2.33278,2022-07-01,0,0,1
48.86163,2.36558,2018-10-22,0,0,1
48.895639,2.31139,2021-07-01,0,0,1
48.846846,2.36098,2020-12-04,0,0,1
48.836658,2.255104,2019-03-18,0,0,1
48.839346691169595,2.3753119567108936,2019-12-18,0,0,1
48.869063,2.310305,2023-10-31,0,0,1
48.83964,2.395385,2023-01-10,0,0,1
48.841114222,2.3889510334,2023-02-10,0,0,1
48.857934,2.376999,2019-04-18,0,0,1
48.860943,2.330059,2021-08-01,0,0,1
48.85340184941927,2.3095683656172423,2021-09-22,0,1,0
48.884826,2.358444,2021-10-18,0,1,0
48.837576,2.436858,2023-05-26,0,1,0
48.864118,2.272851,2023-06-07,0,0,1
48.839032,2.278283,2023-09-21,0,0,1
48.842197,2.359921,2022-02-18,0,0,1
48.852456,2.33193,2022-03-25,0,0,1
48.87317875941494,2.3588392138481136,2022-09-29,0,0,1
48.886,2.39808,2017-06-30,0,0,1
48.866933,2.374542,2019-03-18,0,0,1
48.86778699999999,2.313851,2019-12-30,0,0,1
48.835874,2.358769,2021-09-22,0,0,1
48.841689,2.266865,2021-11-07,0,0,1
48.830009,2.365732,2023-01-15,0,0,1
48.835189,2.398764,2023-09-23,0,0,1
48.869572679,2.3525494337,2023-10-10,0,0,1
48.858474,2.257737,2020-09-18,0,0,1
48.898646,2.357732,2023-10-25,0,0,1
48.87924,2.370433,2020-06-13,0,0,1
48.848904,2.347473,2022-02-25,0,0,1
48.8388,2.25681,2017-05-21,0,0,1
48.879564,2.347427,2022-03-17,0,0,1
48.88645,2.35109,2018-08-27,0,0,1
48.863556,2.383556,2021-06-29,0,0,1
48.853884,2.36514,2022-11-10,0,0,1
48.85,2.39311,2017-06-24,0,0,1
48.865013,2.395526,2021-11-08,0,0,1
48.85111479215152,2.351278066635132,2021-11-24,0,0,1
48.837425,2.318092,2023-01-11,0,0,1
48.852479662,2.3387414217,2023-02-17,0,0,1
48.822078,2.374964,2023-05-10,0,0,1
48.872427,2.294055,2023-09-04,0,0,1
48.855113,2.387136,2022-10-26,0,0,1
48.888172,2.359879,2022-09-19,0,0,1
48.85661,2.35222,2018-09-28,0,0,1
48.8593,2.38685,2018-04-03,0,0,1
48.894287,2.31378,2020-05-26,0,0,1
48.854526,2.362636,2020-10-26,0,0,1
48.84971,2.296336,2020-09-25,0,0,1
48.82364474066571,2.3256403812000537,2020-05-30,0,0,1
48.845669,2.308968,2020-09-02,0,0,1
48.841915318139485,2.36787969755528,2019-09-22,0,0,1
48.876662,2.301465,2020-01-28,0,0,1
48.840888,2.305888,2020-12-28,0,0,1
48.857351,2.264669,2020-03-04,0,0,1
48.857218,2.39286,2020-07-22,0,0,1
48.873203,2.295127,2021-02-25,0,0,1
48.890555,2.320258,2020-06-09,0,0,1
48.855817,2.35636,2021-06-09,0,0,1
48.8736,2.328345,2020-10-29,0,1,0
48.8846,2.3295,2017-12-15,0,0,1
48.86586,2.319881,2019-06-01,0,0,1
48.88152,2.289212,2023-08-23,0,0,1
48.824039,2.377007,2020-08-05,0,0,1
48.843429,2.409895,2021-03-11,0,0,1
48.861898,2.35692,2021-04-03,0,0,1
48.824471,2.338349,2021-04-30,0,0,1
48.862469,2.350437,2023-10-10,0,0,1
48.884478,2.364819,2023-10-11,0,1,0
48.887,2.30462,2017-03-23,0,0,1
48.86245,2.301816,2022-05-21,0,0,1
48.8889,2.37479,2017-08-23,0,0,1
48.882986,2.324107,2021-06-15,0,0,1
48.864,2.341,2018-11-22,0,1,0
48.854942,2.361977,2019-11-30,0,0,1
48.862779,2.311658,2021-04-15,0,0,1
48.848039,2.392853,2022-10-16,0,0,1
48.867787,2.39621,2023-03-11,0,0,1
48.854807,2.368743,2021-10-07,0,0,1
48.848031,2.392891,2021-10-12,0,0,1
48.874676,2.320048,2021-11-08,0,0,1
48.876009,2.344522,2021-11-12,0,0,1
48.866528,2.399889,2023-02-14,0,0,1
48.855754,2.391347,2023-03-25,0,0,1
48.857304,2.349907,2023-11-07,0,0,1
48.838881,2.256821,2023-09-07,0,0,1
48.864683,2.313652,2020-12-17,0,0,1
48.845379,2.302067,2020-06-09,0,0,1
48.8444,2.35477,2017-04-06,0,0,1
48.882862,2.336183,2021-06-23,0,0,1
48.84526,2.36657,2018-08-28,0,0,1
48.86426,2.23575,2018-08-02,0,0,1
48.872666,2.390996,2021-07-01,0,0,1
48.868176,2.381835,2019-06-30,0,0,1
48.849327000000045,2.416221,2019-07-07,0,0,1
48.872926,2.310501,2022-03-14,0,1,0
48.87838,2.315549,2022-04-24,0,0,1
48.851755,2.367013,2022-07-23,0,0,1
48.85338,2.367659,2021-03-31,0,0,1
48.857435,2.291105,2021-06-09,0,0,1
48.837227,2.372886,2023-08-08,0,0,1
48.87548190670162,2.357814322070341,2020-05-29,0,0,1
48.827805,2.32915,2023-09-01,0,0,1
48.856207,2.302489,2023-09-10,0,0,1
